SignId,Id,X,Y,Z,Retro,Angle,Distance,UTC,R,G,B,H,S,V,pX,pY,Unnamed: 17,COLOR
13,68458,33.787,-84.406,246.111,0.51,-0.137,7.013,66096.954,231,238,247,214,0.067,0.969,1,0.091,,WHITE
13,68459,33.787,-84.406,246.041,0.51,-0.148,7.007,66096.954,234,241,249,212,0.059,0.976,0.985,0.182,,WHITE
13,68461,33.787,-84.406,245.901,0.56,-0.168,6.995,66096.954,199,148,171,332,0.255,0.78,0.968,0.364,,WHITE
13,68462,33.787,-84.406,245.835,0.63,-0.178,6.971,66096.954,208,141,134,6,0.357,0.816,0.954,0.449,,RED
13,68463,33.787,-84.406,245.763,0.65,-0.189,6.983,66096.954,209,139,145,354,0.333,0.82,0.954,0.543,,WHITE
13,68464,33.787,-84.406,245.688,0.72,-0.199,7.004,66096.954,203,149,162,346,0.267,0.796,0.954,0.64,,WHITE
13,68465,33.787,-84.406,245.624,0.74,-0.209,6.975,66096.954,208,185,202,316,0.11,0.816,0.928,0.723,,WHITE
13,68466,33.787,-84.406,245.554,0.75,-0.219,6.979,66096.954,238,244,252,214,0.055,0.988,0.929,0.814,,WHITE
13,68467,33.787,-84.406,245.485,0.76,-0.23,6.976,66096.954,242,247,252,210,0.039,0.988,0.918,0.904,,WHITE
13,68528,33.787,-84.406,246.14,0.78,-0.137,6.813,66096.967,234,243,249,204,0.059,0.976,0.902,0.053,,WHITE
13,68529,33.787,-84.406,246.069,0.78,-0.148,6.83,66096.967,226,242,251,202,0.098,0.984,0.902,0.145,,WHITE
13,68530,33.787,-84.406,245.998,0.78,-0.158,6.839,66096.967,203,137,142,356,0.325,0.796,0.902,0.238,,WHITE
13,68531,33.787,-84.406,245.929,0.78,-0.168,6.837,66096.967,203,130,135,356,0.361,0.796,0.901,0.327,,WHITE
13,68532,33.787,-84.406,245.859,0.77,-0.178,6.84,66096.967,232,241,247,204,0.059,0.969,0.888,0.418,,WHITE
13,68533,33.787,-84.406,245.792,0.74,-0.189,6.831,66096.967,238,244,246,196,0.031,0.965,0.888,0.505,,WHITE
13,68534,33.787,-84.406,245.722,0.76,-0.199,6.841,66096.967,203,137,143,354,0.325,0.796,0.888,0.596,,WHITE
13,68535,33.787,-84.406,245.654,0.77,-0.209,6.839,66096.967,204,135,137,358,0.337,0.8,0.875,0.684,,WHITE
13,68536,33.787,-84.406,245.584,0.78,-0.219,6.844,66096.967,190,152,155,356,0.2,0.745,0.876,0.775,,WHITE
13,68537,33.787,-84.406,245.514,0.78,-0.23,6.85,66096.967,242,245,255,226,0.051,1,0.863,0.866,,WHITE
13,68538,33.787,-84.406,245.446,0.78,-0.24,6.85,66096.968,240,249,254,202,0.055,0.996,0.865,0.955,,WHITE
13,68595,33.787,-84.406,246.16,0.78,-0.137,6.682,66096.98,237,242,249,216,0.047,0.976,0.849,0.027,,WHITE
13,68596,33.787,-84.406,246.091,0.78,-0.147,6.689,66096.981,218,240,245,192,0.11,0.961,0.849,0.117,,WHITE
13,68597,33.787,-84.406,246.022,0.78,-0.158,6.698,66096.981,232,205,184,26,0.208,0.91,0.849,0.206,,RED
13,68598,33.787,-84.406,245.953,0.77,-0.168,6.704,66096.981,208,134,135,0,0.357,0.816,0.836,0.296,,RED
13,68599,33.787,-84.406,245.885,0.76,-0.178,6.707,66096.981,209,142,141,0,0.325,0.82,0.835,0.384,,RED
13,68600,33.787,-84.406,245.817,0.78,-0.189,6.707,66096.981,238,244,251,212,0.051,0.984,0.835,0.473,,WHITE
13,68601,33.787,-84.406,245.75,0.78,-0.199,6.707,66096.981,226,230,251,230,0.098,0.984,0.822,0.56,,WHITE
13,68602,33.787,-84.406,245.681,0.76,-0.209,6.717,66096.981,203,137,138,0,0.325,0.796,0.822,0.649,,RED
13,68603,33.787,-84.406,245.614,0.77,-0.219,6.714,66096.981,203,134,133,0,0.345,0.796,0.809,0.736,,RED
13,68604,33.787,-84.406,245.543,0.78,-0.23,6.733,66096.981,204,142,147,356,0.306,0.8,0.822,0.829,,WHITE
13,68605,33.787,-84.406,245.476,0.78,-0.24,6.731,66096.981,244,246,254,228,0.039,0.996,0.81,0.916,,WHITE
13,68606,33.787,-84.406,245.412,0.68,-0.25,6.722,66096.981,189,201,227,222,0.169,0.89,0.799,0.999,,WHITE
13,68660,33.787,-84.406,246.178,0.72,-0.137,6.556,66096.994,229,230,229,120,0.004,0.902,0.797,0.004,,WHITE
13,68661,33.787,-84.406,246.11,0.78,-0.148,6.564,66096.994,211,217,247,230,0.145,0.969,0.797,0.092,,WHITE
13,68662,33.787,-84.406,246.042,0.77,-0.158,6.574,66096.994,203,136,142,354,0.329,0.796,0.797,0.181,,WHITE
13,68663,33.787,-84.406,245.977,0.77,-0.168,6.564,66096.994,201,144,146,358,0.282,0.788,0.783,0.265,,WHITE
13,68664,33.787,-84.406,245.909,0.77,-0.178,6.578,66096.994,206,128,131,358,0.38,0.808,0.783,0.353,,WHITE
13,68665,33.787,-84.406,245.843,0.78,-0.189,6.573,66096.994,239,242,249,222,0.039,0.976,0.769,0.439,,WHITE
13,68666,33.787,-84.406,245.777,0.78,-0.199,6.574,66096.994,238,248,254,202,0.063,0.996,0.769,0.525,,WHITE
13,68667,33.787,-84.406,245.707,0.77,-0.209,6.592,66096.994,209,138,140,358,0.341,0.82,0.769,0.616,,WHITE
13,68668,33.787,-84.406,245.643,0.77,-0.219,6.584,66096.994,232,219,224,336,0.055,0.91,0.756,0.699,,WHITE
13,68669,33.787,-84.406,245.578,0.77,-0.23,6.584,66096.994,190,142,164,332,0.251,0.745,0.757,0.783,,WHITE
13,68670,33.787,-84.406,245.512,0.77,-0.24,6.585,66096.994,212,134,138,356,0.369,0.831,0.744,0.869,,WHITE
13,68671,33.787,-84.406,245.444,0.78,-0.25,6.594,66096.994,245,247,247,180,0.008,0.969,0.745,0.957,,WHITE
13,68730,33.787,-84.406,246.131,0.78,-0.148,6.435,66097.007,214,203,243,256,0.165,0.953,0.745,0.065,,WHITE
13,68731,33.787,-84.406,246.066,0.78,-0.158,6.432,66097.007,202,135,138,358,0.333,0.792,0.73,0.149,,WHITE
13,68732,33.787,-84.406,246.001,0.78,-0.168,6.432,66097.007,203,205,237,236,0.145,0.929,0.73,0.234,,WHITE
